IMEI	Advertising ID
242748	1579292936572-9198491478477939241
372455	1580137491607-4012569398552968468
369073	1580055437456-3254592147135057241
233294	1579274916500-1198625746138931690
239269	1579287031927-1706122648792194345
197784	1579115051051-6731419241919971151
29135	1576406119087-2315727649547024375
164566	1578998278491-2531534304060166916
312212	1579458446772-2537049382891774742
245445	1579297813729-1096012891528768612
184468	1579050597410-7408762931485102536
325456	1579505582192-8274858017704325226
214941	1579201858938-85439289119981047
146116	1578928740778-2437578507961922212
313362	1579460331714-1818133820004421566
105228	1578669986110-5104487614495383924
9229	1575879883110-1001681723874843911
160509	1578982440513-6806025613299594789
132071	1578842109135-3511370421716481882
422530	1584900100866-428863659325543463
118171	1578761050191-126549781952359732
178962	1579033186184-692587131952216095
445431	1586246047190-2221422752659303433
331519	1579533632058-2433010468555771688
41394	1576670861535-1638590367762542027
449001	1586441329976-3817722708607099189
201581	1579129435035-763909806296224522
163210	1579896544443-7927116165543750097
301031	1579439187660-7155314242387841698
181000	1579037762265-3840231685919563475
172496	1579017619041-2112126027737553892
44284	1585758403743-7967414009131995818
62077	1577366000375-6320205587080291244
164621	1578998485231-7527232016338066625
442736	1586115560682-744076923036796292
174994	1579024443728-1583258062436797758
202416	1587126709324-8632379329663726079
204961	1579160940369-8055649646301153653
152928	1578948108052-4741010515247263245
288700	1579413512739-5126671731061762789
10946	1576208606145-2727797343497179277
80633	1578264735020-1077710468598069935
367341	1580025254296-980474228080618658
175042	1579024566049-7468206378856788970
367088	1580015793865-8153225357807162938
447770	1586372323511-6751656697789873074
163444	1578994649502-1264083042859130346
280899	1579382515322-5072503627164166048
263600	1579351884789-3225327239141275832
18918	1576268852517-1906322900356372147
165153	1579000026223-4055494764156037500
449780	1586469512059-794169877004834660
55834	1577204462229-9135145884196692980
321970	1579482748207-42225045959926522
347305	1579630189150-509428579563853330
36542	1576516949900-3130266143261677850
60129	1577307496152-6185258767290356101
118041	1578760469671-1348216753239099609
121361	1578773367469-108143237301478717
194092	1579100263624-8935387965187756763
448953	1586439695266-1945322694360466522
315281	1579463810932-5320983636949757691
142130	1578911683792-32308490035810351
10573	1576200762859-3497578688202040114
130783	1578833576665-7686237488845856169
102301	1578649037358-9191632499166154504
153928	1578950592397-244162643800693131
177616	1579030271179-4355398467286262105
218699	1579210928301-927125795419179954
174755	1579023898918-8705109460519459720
195682	1579106095066-5504449690549785972
439291	1585983909642-4465657380646840194
431336	1585400714708-750671113978919340
1940	1575127872847-7277033061967495223
371756	1580118274584-6996348309949539687
347247	1579629830865-391844960931763637
180050	1579035462577-536954688100848753
261612	1579348614356-6358206215824259649
440675	1586031792772-6274221778963013117
348733	1579637093294-7007598751921006600
401133	1582395171562-8844003237844737075
114032	1578739370310-6330075606235206025
403034	1582622807075-4547292951775633748
200488	1579124142383-2033180345040112881
433635	1585601977893-493818582698047195
96419	1578601555580-5571346763669674737
107746	1579919112398-5511822800251048892
147131	1578932672654-893431630879079980
179705	1579034847822-5778078265083167931
99023	1578789246990-1465708307150516467
257885	1579341690342-2998008931079988806
292113	1579423209267-2063460347929168807
158695	1578970925436-2386097259078115464
435169	1585737893803-2408573822125112872
124183	1578786297560-4696859442187319285
175563	1579025766841-4511266816456710061
417676	1584564295775-758843667072717271
49949	1576998750676-5472300458514492528
120971	1580843463820-4443640730194164085
369069	1580055352373-901458961696687433
60582	1577314462191-6791340386808156238
93379	1578571292031-8409795720551796984
165687	1579001387643-9025122304146619472
277465	1579376455668-213091212869073765
11670	1576232169904-6674609517752951013
87185	1586402535652-1987131448169229738
400455	1582311078725-5359177698029142899
91534	1578516534941-6805010796032107585
427612	1585146617067-8293867363693501863
173053	1579020117735-519217159974386794
210899	1579190670297-1835190612975841334
226076	1579254129365-8080229074814296315
156742	1578959504137-882338193153217439
342689	1579603123992-5225112204763776225
443924	1586178475903-8975469274795924161
300643	1579438562832-3857655483097842278
84844	1578339704775-123388120029241140
149248	1578939521085-522960337253668777
52276	1577121903854-6937957679107421192
379498	1580321512185-6312426674398026954
154386	1578951608418-7978635526651426952
345944	1579622548417-2962032494374641384
87716	1587567666383-1502062979524542467
111909	1578722043554-2471971266788837808
358039	1579792003690-1686943475509260367
442433	1586109590672-6069474701860400672
282369	1579385490502-203021310492417953
438314	1585933489020-7240297915101707790
54175	1577172244093-4661439207278080275
76836	1578219234469-6069929763676313372
376674	1580241204430-7511165185754816160
186757	1579065919811-118882969609322762
97196	1578605465754-491271990204677172
101341	1578641630989-3892151225032002314
105374	1578671175008-2754294186692654753
162429	1578991187802-8869935905154551399
116101	1578750912769-5539264333525670591
207326	1579174908747-8368713830444850505
13121	1576231355843-9183687939940786645
3697	1584605614891-1863548205726196325
33510	1576451751397-7776665826554772608
124638	1578789345046-826830335528842373
289551	1579417087750-2111926795374539974
186877	1579066697378-7413677262748853369
77700	1578231934303-6566141307261272148
74186	1587038292003-3494792297429083026
456444	1587014903666-8863712783979233404
80694	1578265570047-1442481941755723489
244420	1579295860023-4396682090615901932
55626	1577199916987-4112023237018534875
153943	1578950675028-3104292298421471665
149814	1578940945997-8201843817462574036
324434	1579500105385-5236248859361465681
298362	1579434544193-7898229447335719683
266894	1579357257214-2504492528566204147
26640	1576360946523-4145605227514831810
20479	1576286257309-7960791185663409185
445262	1586236184295-8946732606380041229
418790	1584648663675-2867758212181498426
197226	1579112158847-6897930731563149505
416620	1584501587434-9000773728466970360
367724	1580032726035-6806867701555750107
421757	1584817106282-4010833654396016767
448723	1586431734655-7422926133886226082
423488	1584961088088-8945450910269155999
403159	1582638314612-7130859636649673552
244035	1579294943445-4170495983380352791
143953	1578920313580-2549545944589228896
402049	1582530803003-7471465950736267887
30679	1576421576542-8786869794373508132
194184	1579100606815-8842891501319463553
438871	1586526589838-342729056786095251
95620	1578597042681-4260709737971064641
105799	1578674225577-5542458793989900461
307041	1579450255722-5793180668502006031
201214	1579127536653-3877284477391197793
55628	1577199853102-2303978473763123147
11547	1576217877855-8597149637237546413
173110	1579019416294-756368374885241182
77010	1578222416807-5787461927120753719
177851	1579030805252-7687108278276419596
10619	1576223690305-2266752495173335926
333673	1579542336160-5534842008723862359
329546	1579525921935-817515267355286376
138517	1578877760381-5537931149993909222
179315	1579034015276-7124460282964771885
94786	1578592333882-5798418501104920216
306294	1579448381888-1553938364641533105
141718	1578909202747-2951074536495276252
355512	1579723485320-6450439183193923492
35837	1576504720991-590469264187575514
437326	1585888657412-8057338235259890300
211354	1579192394964-4485177629341267251
90121	1578492253717-5809650164490743655
214339	1579200393949-1041525138979080343
162755	1578992295627-8136712132712056056
250518	1579318273160-2383227679780987484
51863	1577091964560-6257375804624391868
4675	1575606278399-8672704595313433594
116600	1578753319596-8924742313579678217
344410	1579613902439-2095572264037634324
80308	1578262343870-1483919756509137033
422550	1584901145092-2319507149434945810
130441	1578831978282-1287930699032001165
340763	1579586522675-3452209212345435710
162728	1578992302650-5421059564563931248
366870	1580003999687-8585760572064070033
98188	1578611686946-4710774156354216043
142807	1578915325411-7586440227952468206
133579	1578934622012-5787676015091106478
178703	1579032635205-1381250397264582812
55714	1577201790806-5775168354757360846
84155	1578330721892-8744423001637829417
35071	1586612396439-659892278474058706
131594	1578839278920-1011250921543588073
293360	1579425545080-5244864459852801454
244095	1579295199764-4705687170703346850
446034	1586277906225-872025126761022630
56033	1577209233148-113569799449806102
133314	1578847837973-6306745251851171224
409132	1583571902834-1657317345058764603
95092	1578594116475-6813463169674104313
353274	1579692063517-4092407875197883095
60524	1577313473545-8456050651237820838
449710	1586466750191-5393054521163257921
192144	1579093497413-4209467427586667637
382404	1580407079133-7092669901821306418
194331	1579101158409-5302199423041747163
115000	1578745247540-421661256739605981
232827	1579273618570-7517396578733465725
120725	1578770919984-7463321004075442419
150746	1578943299114-147931285934030429
148026	1578936396096-5759376800096335147
152995	1578948271227-7399110299884506986
33821	1576458146862-6798972828537220617
373507	1585695256621-9082562835189592513
92998	1578559055364-2446247593571166328
177193	1579029349355-8001384065946809085
148813	1578938569151-6362731505692846913
330010	1579527867620-4660276227620989160
436273	1585818833678-8407278056794511304
127387	1578815173674-7846102667531101231
177517	1579030095889-4585640873213273272
18566	1577438607702-3620281522385721939
197712	1579113864841-5296149778261961948
364086	1579952611491-4038680125620629154
351368	1579699980563-7216683023069135369
130385	1578839023138-6595918536597820169
442227	1586105213693-8504592026205111242
95922	1578598478850-5635233935835823233
365533	1579977609264-2969825611707383967
163006	1578993200262-4261418155179170345
241188	1579290270098-3167287741020694910
186201	1579061569191-6873336986006872983
185736	1579058457345-2863641789800053244
17526	1576257803528-7880038990469362028
120982	1580247582062-1431165597292217553
381388	1580380406584-8830473921014733647
323103	1579490493391-4697453317079980284
226425	1579271467230-1659909716625338326
220586	1579217896549-354491254984419469
447513	1586362123564-7177363805980510198
166896	1579004450361-527169391829172637
90852	1578505972033-7614915236923935960
127626	1578816852139-7929592956165204011
119932	1578767826402-6905489167756800898
449303	1586451674224-1458662040113050623
90767	1579022653705-1252285204580560881
275630	1579373292875-7306954147907725185
163561	1578995311425-8555228973833657547
14109	1576237647065-6333228484899802050
150822	1578943452495-7066894251348475964
118823	1578763572251-6450995439259655379
290326	1579419356060-309784659927715220
362208	1579894782828-2749808504566270442
336166	1579551097826-3210809403360365958
344054	1579696674753-1807648432984370458
187048	1579067989205-1154163920417791219
421545	1584853296492-4417412543740559388
433820	1585621380094-3998803641818493057
335430	1579548623982-1981909116093840649
285190	1579393656603-2611925944411825668
298327	1579434460897-8399481549471268892
443468	1586150809891-3723680058358471781
188671	1579077739260-8327608278487632335
41059	1576689313991-6669652292617804027
119444	1578765973501-5392879705211917049
124921	1578791605750-1160092840729403840
229044	1579263754524-1128934821410660766
438610	1585944500816-4364860728077567348
372469	1580137527126-3914752017808937653
164108	1578996855146-2391977090602352852
198847	1579117999414-6840392189887164128
43873	1576761125269-6586105685437137184
139523	1578891032565-304411395329288619
400988	1582383150532-5615692242765171466
378908	1580309343810-2434819366230122013
418555	1584634491899-2810169260491584956
383145	1580423998061-8202626020068956429
429818	1585258313895-1188308034570419671
186013	1579060299320-511729584194031827
171359	1579014972050-1776363834172656642
247698	1579336000003-827948186800330697
147142	1578932735488-1588338042762495416
288668	1579413360774-5967212488665501768
282809	1579386527567-420787295443223958
47847	1576885545832-3195157144661482624
90699	1578503151013-5936394495380142429
282627	1579386110335-3162319438210185342
107864	1578686109661-6543425195084635408
200503	1579124163056-8520475274536255613
37634	1576533095588-530235206848818901
100740	1578636279427-8872934109680961160
353258	1579691927011-4892021447607053907
135077	1578856147059-3967165726133392035
125218	1578794405141-6477423084076718545
146594	1578930618433-36123365443692493
127550	1578816386106-8267606803431971318
334889	1579546683376-8034320902665053286
150737	1578943226242-5657906445651765685
442655	1586113924470-4004409310971524662
4915	1575630660006-6943247239227743122
164439	1578997865855-1862140706591452339
330947	1579840102896-9092753843588762228
20366	1576284176579-5730514817988722087
314283	1579461957182-6831469837378727584
401144	1582395619152-8178898837185931610
148052	1578936537000-6344188511347181158
448107	1586389347648-7020068787182854734
164508	1578998114055-7877284296898170194
160935	1578984832868-8559570706398894542
80836	1578267715825-391440324145988366
149615	1578940357533-4984726830353465815
16760	1576252212525-5978402799623763262
178944	1579033144034-5688363278048747846
376512	1580239001033-8075461161384417634
111276	1578714980381-263616330877722736
188828	1579078498616-3611831851951106595
363449	1579936393310-3371309914204420247
194350	1579101236332-509941765560151298
213618	1579198609355-1340043410012573803
165891	1579001956886-6737412316840862728
88863	1578447277817-7334899667404363701
29908	1576414027826-4775483955592748322
85729	1578351566016-7796381040310608044
130931	1578834308446-457522226264007407
372775	1580144081281-6546332840511389537
134251	1578852301633-4018280105660339942
460190	1587527879501-5316086879457427112
418278	1584618257467-7604348535190174367
154379	1578951938158-6425058351487226837
118408	1578761893894-2284821805124978240
368738	1580049533158-8997652957355256005
19967	1576278710640-8354410004712833644
32410	1576440697887-3434860318062538201
245130	1579297191478-2639905735029003369
18647	1576266790028-8820139447565181316
148111	1578936700835-1429970268549543619
442648	1586113824926-3665516239922144260
172384	1579017327466-6119375230463754086
144639	1578922832009-1039609486627069531
334483	1579545191107-2778064630722008593
146265	1578929295836-988300312114841203
214070	1579199763736-5720106193860977570
165200	1579000124128-5748810805492803195
133146	1578847050697-6678775800385435073
163102	1578993882028-6847108512689748218
214643	1579201131756-1614542575553866677
150074	1578942233547-5589560823423701740
194632	1579102276547-7284417012692634829
287237	1579405158785-3004918097586458096
219061	1579212077901-5810152956660865882
240696	1579289421284-4197535251690128228
340380	1579582505939-2836377607356609714
268977	1579360835369-2482226009193705129
265399	1579354859258-4349426411743085193
417411	1584552675195-6351227138496594615
216710	1579205927783-2359155375725205890
418787	1584648547941-6101522081475561225
137075	1578865839120-7961507386644633035
92836	1578552901165-6255008815716286624
55188	1577192379899-4678626673518650683
130256	1578830465590-4327231462087448386
54446	1577178314751-7154778906550653286
378959	1580310443015-3487555485732527667
330823	1579530983175-9135311368348557609
171352	1579014976755-12161179032931456
174441	1579023079327-1820341936474060772
328304	1579520890417-5102762057929442979
15116	1576402851324-6283076121966162212
136937	1578864973608-3714728223154837684
176303	1579027469244-2160502164384478239
102166	1578648033243-589347495455891940
178508	1579040209159-5309568267215740231
224684	1579969881044-3371065141548884425
32661	1578911988755-6218220000632495735
276064	1579374011223-7879701134238657536
104231	1578663011908-4341852063534112674
221953	1581283517099-8170681806318720030
275467	1579373031323-4864397647504421612
375768	1580226121683-3235447281307761901
446510	1586303862621-6519878923505402224
408831	1583525430413-3543167296174388424
270273	1579364279366-4219680388590127283
200388	1579123657599-3021432378634633190
203120	1579144980936-3381724828091166319
432661	1585511486618-2593236289747221043
365258	1579977574855-5806915391766028475
304481	1579444870482-6257171836481437271
147749	1578935326931-1751628453520754491
90951	1578507929360-517264330483153968
118468	1578762285647-5251400512404773567
126446	1578806539849-8872075192195491885
142768	1578915112709-8404749614691684460
56611	1577226683220-1563485122785088175
214412	1580939265765-3971992080775644913
106972	1578681367719-2052239668250317795
121048	1578772162838-814834821398452254
109608	1578697272479-2903866225151966483
170305	1579012537633-5191385336885958919
172780	1579018336818-2865299036001322955
100549	1578634585456-9139943220311642958
192979	1579096314344-8609074340879432174
145975	1578928163883-5045387023245218471
366213	1579987213567-7932586815167119125
120202	1578768964792-2369517098866454557
190061	1579084640304-4600055916114070106
92980	1578558745988-7039530786052812382
163234	1578993916145-2205937862522923183
158082	1578966729351-7223442151563195232
34261	1576470726623-5762964197522701396
354185	1579705447072-2556773457854182825
91218	1578511765119-6071792890306164185
79745	1578255577934-576853054678210743
176344	1579029082808-1971163528449055380
103686	1578659155122-3116118354910668854
106571	1578679112790-2447516016168997807
152572	1578947255125-6542165992339909588
102022	1578646808774-6240478826560565608
212139	1579194895300-2731667719042253362
7342	1584553016088-3584705354702583368
381596	1580387436646-3208886255238709480
166192	1579002693807-1427521430817605149
375650	1580223140428-985967942495978590
78822	1578245673334-5671244428424457627
268283	1579359615957-5665710450881564210
34112	1576466590935-7070959524561141348
118103	1578757002535-56402965122020504
381759	1580391436068-1553037475697249762
255849	1579337490122-3857235817927572560
453681	1586700926243-356973115948536253
154808	1578952753734-5066840038561965425
375569	1580221382143-5808354700882213304
416640	1584503188794-8930724207662657052
357466	1579779617212-726076183036000604
238663	1579285882286-3720633945201583822
198829	1579118028384-1450060438279860285
285681	1579395999495-8867520647352410743
22126	1576312722814-7640151079413575862
263846	1579352635427-4497815738613380363
442870	1586118399115-8248797418679402119
219056	1579212062846-8588329232112125308
150818	1578943485490-296491132451602697
166842	1579004311674-9084050138492921932
127679	1578817151825-1501984489391221267
172026	1579016526827-8354549591427480094
976	1575041584276-5206737959768210714
321517	1579479804151-5320362195024351470
239679	1579287660190-1064910413697036070
279565	1579380063937-1613548440986783109
189615	1579082749185-7520165830382506851
90185	1578493484159-2004333326706432756
254813	1579335203410-5155124171867595922
137356	1578867418151-4253516088810871493
188509	1579076796409-4847711333145485869
376218	1580235051878-3318473852114931074
47397	1576873113691-8180538469333152793
206871	1579172837244-5290842918701527637
281357	1579383737013-1622196101462082789
170575	1578932252678-4288076103661381418
379015	1580311485230-9027814771288097745
337079	1579554552632-5330442562983477824
176583	1579030366091-1407311415429681243
403585	1582724381826-6435411313367475215
180022	1579035514871-5821964267358192626
310262	1579455198068-5889053265443000740
419525	1584710832917-6460371426681110126
359562	1579819403183-7038985871196117489
24688	1576339005725-7069412807988961511
107346	1578683217445-6074495289444558863
192312	1579094063602-7412853860251935757
136941	1578864982229-4031741744426066479
430374	1585308869167-3818163352675489946
352698	1579680969474-1772392641894093608
170722	1579013477800-7642962132105100784
238024	1579537440324-7363389552262929959
177563	1579030232708-4705273327328363992
143297	1578917665961-6688079968810758050
447995	1586382462280-8829789041975801836
436291	1585820579302-2186207496327700706
49238	1576962407663-4401515136084488195
170773	1579013575388-5476495397211874048
446024	1586277463851-5479386803631570183
333603	1579542074238-1521736782075515185
9368	1575897001022-4349840849881033278
439681	1586002602260-8698068539591085624
372210	1580131100443-2771520377464453698
417346	1584550353711-8013618119626636618
122201	1578776728335-3184225367331184196
435339	1585751086488-8329878924601918184
119393	1578765765501-9198351201599500402
175420	1579025540305-5333541084269764713
369504	1580060868053-5838052308139273864
145896	1578927844859-4135877521214250425
24146	1576333541505-5494408233474884506
444448	1586198937706-5276805530226039348
177997	1579031588868-8490757294769152702
378534	1580300414405-130160389040094339
255310	1579336326711-490930685392354600
181509	1579039143108-798174932710887013
126273	1578804708216-1122288000474229690
370308	1580071214047-7889136790231291520
31602	1585904677502-8421541817310661689
434038	1585646763445-7186313201998799642
209491	1579184268581-7223302278148868875
166470	1579003417088-5581611212539668739
397789	1581970619961-7878512970360700265
219359	1579213194797-3824091818974742663
173416	1579020215358-7241904360491932534
194200	1579100629200-4063510179322139884
439469	1585993463902-5464940672316176049
134503	1578853510341-2379102124631757248
1482	1575082607571-8465946975794362013
361727	1579885903601-4915020540583789805
213207	1579197576915-1695472983401845178
372570	1580139963840-8350704252529409757
160869	1578984335814-6986129155768348893
209311	1579183501251-7841076470286269390
133568	1578848927592-6125347025065588482
149678	1578940547432-1323781582314550477
169368	1579010288948-2285956235845017185
215960	1579204153212-9075228871877336416
410412	1583775078468-4411418244936261557
5588	1575656285769-3617265624269577471
214116	1579199837815-5532094749536156756
42737	1576709105974-4976424092944063744
90943	1578507602967-5829901607651933828
164132	1579000528548-550640360834194341
215698	1579203602471-5272726584698208730
125200	1578794273337-2919287111107895291
141680	1578908974143-6685961115002937976
139632	1578892015565-5834497305352687359
10671	1576202906351-7827509751668979769
419488	1584708336258-8884033821624048890
230000	1579259467681-3289024342399823473
76688	1578216920287-5204835294241953960
170812	1579013688151-5337778172519004686
150393	1578942356234-3564838027415316660
371503	1580110211965-2965837249185918573
440767	1586034133843-209053625658763439
50665	1577023333469-6133829276148484001
98815	1578617278981-5771763118043669083
81907	1578506632513-4921515224936661916
87640	1578420254262-8478918527798176259
270695	1579365028934-8293403131323033746
32809	1576444681741-4680459343435596707
136344	1578862047092-6496726678479973488
133201	1578847474979-2200823906855212217
169389	1579010343809-2350750879166501651
347532	1579631225715-2117139985949440266
141862	1578910470477-4411556337392268574
452026	1586589948305-34187461585976800
147364	1578933620564-564011048306186448
378260	1580292173538-506512648466520593
254727	1579335018579-8653367548963009163
79422	1578252712698-5700795753737189746
18176	1576262989673-9194534969213385942
103784	1578659909699-6457930865719742761
141523	1578908136823-2256576730626483006
21714	1576308057659-2542835960735345465
370015	1580067374929-2631137158197302997
266427	1579356489616-6844182145373631795
24582	1576337817666-4803531582468613668
273621	1579370051832-1638873764871976891
95298	1578595222483-6700359612783449627
429356	1585234913542-7289154889315993069
167844	1579006587279-525281688172356663
266626	1579356747381-9220581840791925300
182403	1579041722473-8006833352410483358
16275	1576249470173-2667464802924923927
125245	1578794731418-4200779327098557165
430715	1585336537573-1332447780353383448
324693	1579501522135-2105922113897419224
129934	1578829942932-3821481410316237178
161189	1578985876513-3479454778251689085
109630	1578697411399-265107527960913024
110046	1578701081531-1418021612774886997
134850	1578855118876-6215009272969023115
220433	1579217111475-1583814571900967416
188043	1579074284606-7153048378487064164
442136	1586102907608-1697102381448102680
151305	1578944593732-8206635404176511426
102847	1578652937393-4464567324278592754
118122	1578766493957-4474099309907454779
166897	1579004552633-6712126834079557462
58618	1577284722242-8151676928808685595
361751	1581246678092-1973547540323740355
41251	1586165272487-4706435493496862053
373120	1580150270599-3605990973844079037
35496	1576498660463-5385596946493535516
6683	1575721831045-8158309113855362190
141379	1578907360674-2953468418510643024
145603	1578926612032-9196055895676751404
152229	1578946439826-5191708371842411775
102684	1578651681149-1342282345372153193
121061	1578772199214-5211141595085807604
87952	1578429679478-3467315302867413686
56845	1577228789995-2704663195728677268
292179	1579423574801-370323682009452098
19406	1576273092636-77324537485755539
52858	1577134220537-4898004709867316179
93118	1578563693878-6661347213860837922
312501	1579459028366-3710268956848906458
83212	1578317246909-8849128956640348171
59516	1577299116422-1026806599160943525
121681	1578774744556-1120549380148088686
114723	1578743746974-1076537645536872205
423018	1584923196983-2459049024536083873
363676	1579971714833-1654449787731696419
103526	1578657993670-4866368369269597454
6343	1575705623437-7987464688955548505
137927	1580071002085-7305874546617794892
426180	1585077285593-2130615917225472948
419405	1584703005864-6049117775358034961
61323	1577339707452-4811352867649180723
429328	1585233366259-9093759331254668480
378849	1580307794068-2557025268157647317
208801	1579181231160-2155425435337981056
76898	1578220412864-3349339185395208503
158391	1578968749956-3106818601857435393
255405	1579336582158-4854968943379821657
417170	1584540514604-187705361118651654
89862	1578486271918-7968150931954612807
228842	1579263138936-3546191498108901429
63641	1577420750389-1356008701970769132
267773	1579358722428-1991242446201206277
279483	1579379874225-7918558514850421986
445361	1586241848560-8003577447876378798
150376	1578942293060-6262049856197194272
266800	1579357140278-439962251650564573
325029	1579503251935-1533818514241181778
147782	1578935544603-6835988289326866237
263392	1579351654734-6995373933229231477
426622	1585093796190-518059525397034612
119660	1578766862314-3829404387061239881
54038	1577169058824-960248415778881564
245299	1579297515549-2778273139492199253
113101	1578732852247-1823442090267163459
193197	1579096891505-3876057228184052179
150658	1578943041921-3370844618326487818
141304	1578906879252-2787777207074244824
273276	1579369483161-7352691065409459487
151969	1578946031840-364985861495248696
133880	1578850538094-7246629476712143980
23495	1576327265168-6250260624891621931
3888	1575560670899-5929629552187529036
226582	1579256141053-547338900062496
106616	1578679371058-5234599547937431509
372254	1580132085422-1320449324227313292
111985	1578722898325-2704325333745545843
133874	1578850486891-8789110397026302838
79482	1578253257859-46868713338929642
119421	1578765870023-8437309720741069710
129122	1578825267171-8590511906940166001
330387	1579529359330-4908326936931804299
93740	1578579023631-8456970384761839504
198493	1579116642868-2318199588533186821
165697	1579001418844-4011561655821072831
179497	1579034352425-6231102785103660988
3557	1575547371503-7405238267856445030
153800	1578950280170-2212964308934913040
99946	1578628539713-1304952729221514304
449755	1586468290630-5463302140318023562
267999	1579359077046-1805249906114742974
298950	1579435639043-6266705865582630215
241221	1579290317488-8445930881918063909
451994	1586587333937-8399726692116648745
440052	1586015921310-2618173321324816379
361522	1579882342267-4526032134435719430
168351	1579007842254-7660665652051879441
375321	1580214606816-2008824332511140336
246476	1579439076759-8566792285072915351
113159	1578733389685-2154560424513662450
265363	1579354864737-2122568381005208290
210284	1579187544218-8384435546713552560
434712	1585685629344-2926941342625881714
178732	1579032687912-2136230273251566316
357810	1579787465898-6098295185218563631
96722	1578603235692-1871901735971162975
246260	1579299616485-2700150781700824022
109302	1578695129467-2798458852379190684
164280	1578997353212-5551246252456980105
108479	1578689796573-8225104082872776749
134708	1578854449221-6137527612729442659
214177	1579200060369-2521732832040563057
224364	1579246553872-253356634105626680
381291	1580377306940-204813691903530715
164122	1578996894590-7883307493276012468
180724	1579067780900-2584482443779923412
448850	1586436304950-4809366698487208562
423799	1584973530129-7547175159881033655
424717	1585010237815-2233084967049384522
29432	1576409397300-3299562329917427989
439814	1586007176501-383057252608790528
252268	1578931423320-7386766151768197524
300613	1579438517564-3070441864833203666
122631	1578778451400-269517407141192320
171259	1579014668278-3023172617017643206
151448	1578944874455-4821473252761181856
440134	1586018362982-4592356519475932796
132009	1578841454249-7296469931571261689
170926	1579013911443-2369747251217395727
172424	1579017627508-3350252221135083701
7482	1575755978015-1993145688717489627
194191	1579100606663-5425756794728577899
446078	1586279822072-5655184333128473707
447628	1586366813845-3832418285895104603
357235	1581447316407-5183102608498619967
137074	1578865840838-7089392282527568444
361652	1579884645540-4854597570853975414
337860	1579558114902-4176552025775585989
192983	1579096345284-1897501248851954216
361203	1579876356313-6561606344077255338
210977	1579190939968-6574938041915882166
115223	1578746543590-7439827896809484550
145279	1578925330636-6555101058106855272
249332	1579310725843-7965218254127857315
186786	1579066077294-1721488120404487634
213016	1579197071105-3405983985188159770
175379	1579025394943-517990986468072518
422607	1584903582691-6817414800819243886
410327	1580395858944-8461952189255419978
294185	1579427137871-3345210423653939502
435927	1585781993581-5700518879785766747
205834	1579166851501-5775738838929716816
184844	1579052721993-5140603939429889020
424471	1584999105778-3423048357047338051
16738	1576252064632-3223035806983949557
57135	1577238689952-8502498812903537928
382179	1580401786216-8215825131724127791
445481	1586248640905-9126111470491414453
119748	1578767136576-65278456397813577
371801	1580154682563-3418771176010893346
190062	1579093671771-2202890488365083627
13833	1576236060853-6393140351097306107
127105	1578813103918-2463145557804238128
161527	1578987331471-1984526352656701350
187850	1579073108648-5298253567532316742
237225	1579283377801-6013592137440819606
163440	1578994654666-7481659933412748400
837	1575034817334-3252063618012159205
163227	1578993921462-9128943941245635642
429294	1585231971808-4785318912992933214
212643	1579196397662-2274767266378010985
293259	1579437848367-6311594741875490546
446921	1586333210782-2878848458400943071
188100	1579074575809-8980344985870025534
138597	1578878763643-2068864519526512279
120114	1578768817808-5916437774528549429
201870	1579131453527-6088404347819015837
213477	1579198271360-4444862243219083420
112662	1578728979500-7899516275788902990
224727	1579248360500-6927471633173184689
313465	1579460603902-7014452269390804550
232041	1579271590777-322297528806552445
435354	1585751981096-2766423075724067970
366119	1579985783454-1550024166850511096
167964	1579006879573-2963934324082550489
183575	1579046087234-5063857345626040887
324898	1579502581306-5385880692920051656
340110	1579579291590-8949318733516423842
431898	1585443700786-6952229676663636821
315767	1579465253442-1560281662274802119
171024	1579015960361-7853312790384569081
172743	1579018235643-6167552597929311796
121118	1578772408003-6028175923836264646
148715	1578938603715-7796630782259395660
438561	1585942788879-8017504191042770465
110417	1578704673386-2826883247794715695
54173	1577172080310-3024896347527257615
145913	1578927895369-4472422832239022634
294032	1579426957415-8496190513634532021
224906	1579249178866-8702810027530653911
78692	1578243783616-2062355383614811646
212471	1579195768060-6318122187831239886
144828	1578923606261-5878008087227056517
101365	1578641643317-7978306138695084423
88087	1578428321466-360233915256475409
319534	1579472118907-835607519652451152
436013	1585792974920-6721621558514158375
89832	1578485452959-6692110531316330075
205671	1579167906184-445752528957568850
403615	1582701465213-3454099475295665869
193380	1579097711096-8992043997196318668
10549	1576200112528-876301742993506966
106944	1578677613675-5889824111876149947
107545	1578684344214-2307752235895439662
171185	1579014502322-469121237706797747
165841	1579001579906-7003387024031335519
152249	1578946480597-6445835930370170592
139423	1578889905862-7136264922182268066
25983	1576353564801-8041653186186933223
144517	1578922313082-7173059672351552687
179137	1579033538677-2241346387897398852
237877	1579378536686-3378765570554547858
416847	1584519623014-391875725347902289
426850	1585105257610-6664389724665721689
148933	1578938716301-6218828362563510286
131892	1578840075674-598491255304611109
130528	1578833738997-8947006049763222835
154062	1578950904988-8100744263165278937
37835	1576536801212-7522213082303659806
132580	1578844724246-3837990555011433754
360617	1579862955945-5325173983802882268
343614	1579609140306-1605764863854752643
29620	1576411190950-6458880854970496893
130158	1578829953096-3027255653343367539
171929	1579016317597-9038378665820422749
